Level 1,Level 2,Level 3,Measure Names,NegPos_Number,List of Values,Measure Values
2016SU,Work Experience--L7004,,Census Fill Rate,0 Days,All,0.058333333
2016SU,Work Experience--L7004,,Census Enrollment,0 Days,All,7
2016SU,Work Experience--L7004,,Number Successful,0 Days,All,16
2016SU,Work Experience--L7004,,Ftef,0 Days,All,0.034
2016SU,Work Experience--L7004,,Ftes,0 Days,All,0.56
2016SU,Work Experience--L7004,,Enrollment Capacity,0 Days,All,120
2016SU,Work Experience--L7004,,Count of Migrated Data,0 Days,All,3
2016SU,Work Experience--L7004,,Current Enrollment,0 Days,All,7
2017FA,Administration of Justice-Off--L8001,,Wsch/Ftef,0 Days,All,412.758520245
2017FA,Administration of Justice-Off--L8001,,Success Rate,0 Days,All,1
2017FA,Administration of Justice-Off--L8001,,Sec. Count,0 Days,All,1
2017FA,Administration of Justice-Off--L8001,,Retention Rate,0 Days,All,1
2017FA,Administration of Justice-Off--L8001,,Number Retained,0 Days,All,26
2017FA,Administration of Justice-Off--L8001,,Ftes/Ftef,0 Days,All,14.147975532
2017FA,Administration of Justice-Off--L8001,,Current Fill Rate,0 Days,All,0.454545455
2017FA,Administration of Justice-Off--L8001,,Census Fill Rate,0 Days,All,0.454545455
2017FA,Administration of Justice-Off--L8001,,Census Enrollment,0 Days,All,25
2017FA,Administration of Justice-Off--L8001,,Number Successful,0 Days,All,26
2017FA,Administration of Justice-Off--L8001,,Ftef,0 Days,All,3.433
2017FA,Administration of Justice-Off--L8001,,Ftes,0 Days,All,48.57
2017FA,Administration of Justice-Off--L8001,,Enrollment Capacity,0 Days,All,55
2017FA,Administration of Justice-Off--L8001,,Count of Migrated Data,0 Days,All,1
2017FA,Administration of Justice-Off--L8001,,Current Enrollment,0 Days,All,25
2017FA,Allied Health--L6002,,Wsch/Ftef,0 Days,All,565.515806988
2017FA,Allied Health--L6002,,Success Rate,0 Days,All,0.743833017
2017FA,Allied Health--L6002,,Sec. Count,0 Days,All,18
2017FA,Allied Health--L6002,,Retention Rate,0 Days,All,0.821631879
2017FA,Allied Health--L6002,,Number Retained,0 Days,All,433
2017FA,Allied Health--L6002,,Ftes/Ftef,0 Days,All,18.858153078
2017FA,Allied Health--L6002,,Current Fill Rate,0 Days,All,0.801003344
2017FA,Allied Health--L6002,,Census Fill Rate,0 Days,All,0.801003344
2017FA,Allied Health--L6002,,Census Enrollment,0 Days,All,479
2017FA,Allied Health--L6002,,Number Successful,0 Days,All,392
2017FA,Allied Health--L6002,,Ftef,0 Days,All,4.808
2017FA,Allied Health--L6002,,Ftes,0 Days,All,90.67
2017FA,Allied Health--L6002,,Enrollment Capacity,0 Days,All,598
2017FA,Allied Health--L6002,,Count of Migrated Data,0 Days,All,18
2017FA,Allied Health--L6002,,Current Enrollment,0 Days,All,479
2017FA,Art--B5002,,Wsch/Ftef,0 Days,All,646.666666667
2017FA,Art--B5002,,Success Rate,0 Days,All,0.794117647
2017FA,Art--B5002,,Sec. Count,0 Days,All,3
2017FA,Art--B5002,,Retention Rate,0 Days,All,0.911764706
2017FA,Art--B5002,,Number Retained,0 Days,All,93
2017FA,Art--B5002,,Ftes/Ftef,0 Days,All,21.583333333
2017FA,Art--B5002,,Current Fill Rate,0 Days,All,0.976377953
2017FA,Art--B5002,,Census Fill Rate,0 Days,All,0.976377953
2017FA,Art--B5002,,Census Enrollment,0 Days,All,124
2017FA,Art--B5002,,Number Successful,0 Days,All,81
2017FA,Art--B5002,,Ftef,0 Days,All,0.6
2017FA,Art--B5002,,Ftes,0 Days,All,12.95
2017FA,Art--B5002,,Enrollment Capacity,0 Days,All,127
2017FA,Art--B5002,,Count of Migrated Data,0 Days,All,3
2017FA,Art--B5002,,Current Enrollment,0 Days,All,124
2017FA,Art--L5002,,Wsch/Ftef,0 Days,All,519.410771828
2017FA,Art--L5002,,Success Rate,0 Days,All,0.785815603
2017FA,Art--L5002,,Sec. Count,0 Days,All,29
2017FA,Art--L5002,,Retention Rate,0 Days,All,0.889361702
2017FA,Art--L5002,,Number Retained,0 Days,All,627
2017FA,Art--L5002,,Ftes/Ftef,0 Days,All,17.320853153
2017FA,Art--L5002,,Current Fill Rate,0 Days,All,0.705539359
2017FA,Art--L5002,,Census Fill Rate,0 Days,All,0.705539359
2017FA,Art--L5002,,Census Enrollment,0 Days,All,726
2017FA,Art--L5002,,Number Successful,0 Days,All,554
2017FA,Art--L5002,,Ftef,0 Days,All,6.517
2017FA,Art--L5002,,Ftes,0 Days,All,112.88
2017FA,Art--L5002,,Enrollment Capacity,0 Days,All,1029
2017FA,Art--L5002,,Count of Migrated Data,0 Days,All,29
2017FA,Art--L5002,,Current Enrollment,0 Days,All,726
2017FA,Behavioral Science--B5005,,Wsch/Ftef,0 Days,All,583.214285714
2017FA,Behavioral Science--B5005,,Success Rate,0 Days,All,0.796200345
2017FA,Behavioral Science--B5005,,Sec. Count,0 Days,All,14
2017FA,Behavioral Science--B5005,,Retention Rate,0 Days,All,0.894645941
2017FA,Behavioral Science--B5005,,Number Retained,0 Days,All,518
2017FA,Behavioral Science--B5005,,Ftes/Ftef,0 Days,All,19.45
2017FA,Behavioral Science--B5005,,Current Fill Rate,0 Days,All,0.838095238
2017FA,Behavioral Science--B5005,,Census Fill Rate,0 Days,All,0.838095238
2017FA,Behavioral Science--B5005,,Census Enrollment,0 Days,All,528
2017FA,Behavioral Science--B5005,,Number Successful,0 Days,All,461
2017FA,Behavioral Science--B5005,,Ftef,0 Days,All,2.8
2017FA,Behavioral Science--B5005,,Ftes,0 Days,All,54.46
2017FA,Behavioral Science--B5005,,Enrollment Capacity,0 Days,All,630
2017FA,Behavioral Science--B5005,,Count of Migrated Data,0 Days,All,14
2017FA,Behavioral Science--B5005,,Current Enrollment,0 Days,All,528
2017FA,Behavioral Science--L5005,,Wsch/Ftef,0 Days,All,659.821428571
2017FA,Behavioral Science--L5005,,Success Rate,0 Days,All,0.625611746
2017FA,Behavioral Science--L5005,,Sec. Count,0 Days,All,28
2017FA,Behavioral Science--L5005,,Retention Rate,0 Days,All,0.839314845
2017FA,Behavioral Science--L5005,,Number Retained,0 Days,All,1029
2017FA,Behavioral Science--L5005,,Ftes/Ftef,0 Days,All,21.985714286
2017FA,Behavioral Science--L5005,,Current Fill Rate,0 Days,All,0.959362550
2017FA,Behavioral Science--L5005,,Census Fill Rate,0 Days,All,0.959362550
2017FA,Behavioral Science--L5005,,Census Enrollment,0 Days,All,1204
2017FA,Behavioral Science--L5005,,Number Successful,0 Days,All,767
2017FA,Behavioral Science--L5005,,Ftef,0 Days,All,5.6
2017FA,Behavioral Science--L5005,,Ftes,0 Days,All,123.12
2017FA,Behavioral Science--L5005,,Enrollment Capacity,0 Days,All,1255
2017FA,Behavioral Science--L5005,,Count of Migrated Data,0 Days,All,28
2017FA,Behavioral Science--L5005,,Current Enrollment,0 Days,All,1204
2017FA,Biological Science--B5010,,Wsch/Ftef,0 Days,All,579.545454545
2017FA,Biological Science--B5010,,Success Rate,0 Days,All,0.773399015
2017FA,Biological Science--B5010,,Sec. Count,0 Days,All,6
2017FA,Biological Science--B5010,,Retention Rate,0 Days,All,0.871921182
2017FA,Biological Science--B5010,,Number Retained,0 Days,All,177
2017FA,Biological Science--B5010,,Ftes/Ftef,0 Days,All,19.327272727
2017FA,Biological Science--B5010,,Current Fill Rate,0 Days,All,0.976525822
2017FA,Biological Science--B5010,,Census Fill Rate,0 Days,All,0.976525822
2017FA,Biological Science--B5010,,Census Enrollment,0 Days,All,208
2017FA,Biological Science--B5010,,Number Successful,0 Days,All,157
2017FA,Biological Science--B5010,,Ftef,0 Days,All,2.2
2017FA,Biological Science--B5010,,Ftes,0 Days,All,42.52
2017FA,Biological Science--B5010,,Enrollment Capacity,0 Days,All,213
2017FA,Biological Science--B5010,,Count of Migrated Data,0 Days,All,6
2017FA,Biological Science--B5010,,Current Enrollment,0 Days,All,208
2017FA,Biological Sciences--L5010,,Wsch/Ftef,0 Days,All,570.062785388
2017FA,Biological Sciences--L5010,,Success Rate,0 Days,All,0.753577107
2017FA,Biological Sciences--L5010,,Sec. Count,0 Days,All,36
2017FA,Biological Sciences--L5010,,Retention Rate,0 Days,All,0.855325914
2017FA,Biological Sciences--L5010,,Number Retained,0 Days,All,1076
2017FA,Biological Sciences--L5010,,Ftes/Ftef,0 Days,All,19.013984018
2017FA,Biological Sciences--L5010,,Current Fill Rate,0 Days,All,0.964314680
2017FA,Biological Sciences--L5010,,Census Fill Rate,0 Days,All,0.964314680
2017FA,Biological Sciences--L5010,,Census Enrollment,0 Days,All,1189
2017FA,Biological Sciences--L5010,,Number Successful,0 Days,All,948
2017FA,Biological Sciences--L5010,,Ftef,0 Days,All,14.016
2017FA,Biological Sciences--L5010,,Ftes,0 Days,All,266.5
2017FA,Biological Sciences--L5010,,Enrollment Capacity,0 Days,All,1233
2017FA,Biological Sciences--L5010,,Count of Migrated Data,0 Days,All,36
2017FA,Biological Sciences--L5010,,Current Enrollment,0 Days,All,1189
2017FA,Business--L6006,,Wsch/Ftef,0 Days,All,509.446426212
2017FA,Business--L6006,,Success Rate,0 Days,All,0.714756801
2017FA,Business--L6006,,Sec. Count,0 Days,All,41
2017FA,Business--L6006,,Retention Rate,0 Days,All,0.854080791
2017FA,Business--L6006,,Number Retained,0 Days,All,1036
2017FA,Business--L6006,,Ftes/Ftef,0 Days,All,16.813317479
2017FA,Business--L6006,,Current Fill Rate,0 Days,All,0.785889571
2017FA,Business--L6006,,Census Fill Rate,0 Days,All,0.785889571
2017FA,Business--L6006,,Census Enrollment,0 Days,All,1281
2017FA,Business--L6006,,Number Successful,0 Days,All,867
2017FA,Business--L6006,,Ftef,0 Days,All,7.569
2017FA,Business--L6006,,Ftes,0 Days,All,127.26
2017FA,Business--L6006,,Enrollment Capacity,0 Days,All,1630
2017FA,Business--L6006,,Count of Migrated Data,0 Days,All,41
2017FA,Business--L6006,,Current Enrollment,0 Days,All,1281
2017FA,Business-B6006,,Wsch/Ftef,0 Days,All,635
2017FA,Business-B6006,,Success Rate,0 Days,All,0.624
2017FA,Business-B6006,,Sec. Count,0 Days,All,3
2017FA,Business-B6006,,Retention Rate,0 Days,All,0.824
2017FA,Business-B6006,,Number Retained,0 Days,All,103
2017FA,Business-B6006,,Ftes/Ftef,0 Days,All,21.166666667
2017FA,Business-B6006,,Current Fill Rate,0 Days,All,0.976923077
2017FA,Business-B6006,,Census Fill Rate,0 Days,All,0.976923077
2017FA,Business-B6006,,Census Enrollment,0 Days,All,127
2017FA,Business-B6006,,Number Successful,0 Days,All,78
2017FA,Business-B6006,,Ftef,0 Days,All,0.6
2017FA,Business-B6006,,Ftes,0 Days,All,12.7
2017FA,Business-B6006,,Enrollment Capacity,0 Days,All,130
2017FA,Business-B6006,,Count of Migrated Data,0 Days,All,3
2017FA,Business-B6006,,Current Enrollment,0 Days,All,127
2017FA,Child Development--B6003,,Wsch/Ftef,0 Days,All,625
2017FA,Child Development--B6003,,Success Rate,0 Days,All,0.743119266
2017FA,Child Development--B6003,,Sec. Count,0 Days,All,3
2017FA,Child Development--B6003,,Retention Rate,0 Days,All,0.889908257
2017FA,Child Development--B6003,,Number Retained,0 Days,All,97
2017FA,Child Development--B6003,,Ftes/Ftef,0 Days,All,20.833333333
2017FA,Child Development--B6003,,Current Fill Rate,0 Days,All,1
2017FA,Child Development--B6003,,Census Fill Rate,0 Days,All,1
2017FA,Child Development--B6003,,Census Enrollment,0 Days,All,125
2017FA,Child Development--B6003,,Number Successful,0 Days,All,81
2017FA,Child Development--B6003,,Ftef,0 Days,All,0.6
2017FA,Child Development--B6003,,Ftes,0 Days,All,12.5
2017FA,Child Development--B6003,,Enrollment Capacity,0 Days,All,125
2017FA,Child Development--B6003,,Count of Migrated Data,0 Days,All,3
2017FA,Child Development--B6003,,Current Enrollment,0 Days,All,125
2017FA,Child Development--L6003,,Wsch/Ftef,0 Days,All,564.133425034
2017FA,Child Development--L6003,,Success Rate,0 Days,All,0.661220044
2017FA,Child Development--L6003,,Sec. Count,0 Days,All,27
2017FA,Child Development--L6003,,Retention Rate,0 Days,All,0.787581699
2017FA,Child Development--L6003,,Number Retained,0 Days,All,723
2017FA,Child Development--L6003,,Ftes/Ftef,0 Days,All,18.851444292
2017FA,Child Development--L6003,,Current Fill Rate,0 Days,All,0.872549020
2017FA,Child Development--L6003,,Census Fill Rate,0 Days,All,0.872549020
2017FA,Child Development--L6003,,Census Enrollment,0 Days,All,979
2017FA,Child Development--L6003,,Number Successful,0 Days,All,607
2017FA,Child Development--L6003,,Ftef,0 Days,All,5.816
2017FA,Child Development--L6003,,Ftes,0 Days,All,109.64
2017FA,Child Development--L6003,,Enrollment Capacity,0 Days,All,1122
2017FA,Child Development--L6003,,Count of Migrated Data,0 Days,All,27
2017FA,Child Development--L6003,,Current Enrollment,0 Days,All,979
2017FA,Communication--B5011,,Wsch/Ftef,0 Days,All,452.5
2017FA,Communication--B5011,,Success Rate,0 Days,All,0.837638376
2017FA,Communication--B5011,,Sec. Count,0 Days,All,10
2017FA,Communication--B5011,,Retention Rate,0 Days,All,0.918819188
2017FA,Communication--B5011,,Number Retained,0 Days,All,249
2017FA,Communication--B5011,,Ftes/Ftef,0 Days,All,15.08
2017FA,Communication--B5011,,Current Fill Rate,0 Days,All,0.928571429
2017FA,Communication--B5011,,Census Fill Rate,0 Days,All,0.928571429
2017FA,Communication--B5011,,Census Enrollment,0 Days,All,286
2017FA,Communication--B5011,,Number Successful,0 Days,All,227
2017FA,Communication--B5011,,Ftef,0 Days,All,2
2017FA,Communication--B5011,,Ftes,0 Days,All,30.16
2017FA,Communication--B5011,,Enrollment Capacity,0 Days,All,308
2017FA,Communication--B5011,,Count of Migrated Data,0 Days,All,10
2017FA,Communication--B5011,,Current Enrollment,0 Days,All,286
2017FA,Communication--L5011,,Wsch/Ftef,0 Days,All,376.747799068
2017FA,Communication--L5011,,Success Rate,0 Days,All,0.826359833
2017FA,Communication--L5011,,Sec. Count,0 Days,All,28
2017FA,Communication--L5011,,Retention Rate,0 Days,All,0.895397490
2017FA,Communication--L5011,,Number Retained,0 Days,All,428
2017FA,Communication--L5011,,Ftes/Ftef,0 Days,All,12.555670637
2017FA,Communication--L5011,,Current Fill Rate,0 Days,All,0.622928177
2017FA,Communication--L5011,,Census Fill Rate,0 Days,All,0.622928177
2017FA,Communication--L5011,,Census Enrollment,0 Days,All,451
2017FA,Communication--L5011,,Number Successful,0 Days,All,395
2017FA,Communication--L5011,,Ftef,0 Days,All,3.862
2017FA,Communication--L5011,,Ftes,0 Days,All,48.49
2017FA,Communication--L5011,,Enrollment Capacity,0 Days,All,724
2017FA,Communication--L5011,,Count of Migrated Data,0 Days,All,28
2017FA,Communication--L5011,,Current Enrollment,0 Days,All,451
2017FA,Computer Science--B6007,,Wsch/Ftef,0 Days,All,426.25
2017FA,Computer Science--B6007,,Success Rate,0 Days,All,0.739583333
2017FA,Computer Science--B6007,,Sec. Count,0 Days,All,4
2017FA,Computer Science--B6007,,Retention Rate,0 Days,All,0.916666667
2017FA,Computer Science--B6007,,Number Retained,0 Days,All,88
2017FA,Computer Science--B6007,,Ftes/Ftef,0 Days,All,14.2125
2017FA,Computer Science--B6007,,Current Fill Rate,0 Days,All,0.60625
2017FA,Computer Science--B6007,,Census Fill Rate,0 Days,All,0.60625
2017FA,Computer Science--B6007,,Census Enrollment,0 Days,All,97
2017FA,Computer Science--B6007,,Number Successful,0 Days,All,71
2017FA,Computer Science--B6007,,Ftef,0 Days,All,0.8
2017FA,Computer Science--B6007,,Ftes,0 Days,All,11.37
2017FA,Computer Science--B6007,,Enrollment Capacity,0 Days,All,160
2017FA,Computer Science--B6007,,Count of Migrated Data,0 Days,All,4
2017FA,Computer Science--B6007,,Current Enrollment,0 Days,All,97
2017FA,Computer Science--L6007,,Wsch/Ftef,0 Days,All,549.789029536
2017FA,Computer Science--L6007,,Success Rate,0 Days,All,0.654
2017FA,Computer Science--L6007,,Sec. Count,0 Days,All,18
2017FA,Computer Science--L6007,,Retention Rate,0 Days,All,0.79
2017FA,Computer Science--L6007,,Number Retained,0 Days,All,395
2017FA,Computer Science--L6007,,Ftes/Ftef,0 Days,All,18.016877637
2017FA,Computer Science--L6007,,Current Fill Rate,0 Days,All,0.769230769
2017FA,Computer Science--L6007,,Census Fill Rate,0 Days,All,0.769230769
2017FA,Computer Science--L6007,,Census Enrollment,0 Days,All,550
2017FA,Computer Science--L6007,,Number Successful,0 Days,All,327
2017FA,Computer Science--L6007,,Ftef,0 Days,All,4.74
2017FA,Computer Science--L6007,,Ftes,0 Days,All,85.4
2017FA,Computer Science--L6007,,Enrollment Capacity,0 Days,All,715
2017FA,Computer Science--L6007,,Count of Migrated Data,0 Days,All,18
2017FA,Computer Science--L6007,,Current Enrollment,0 Days,All,550
2017FA,Counseling--B7001,,Wsch/Ftef,0 Days,All,190
2017FA,Counseling--B7001,,Success Rate,0 Days,All,0.9
2017FA,Counseling--B7001,,Sec. Count,0 Days,All,1
2017FA,Counseling--B7001,,Retention Rate,0 Days,All,0.95
2017FA,Counseling--B7001,,Number Retained,0 Days,All,19
2017FA,Counseling--B7001,,Ftes/Ftef,0 Days,All,6.2
2017FA,Counseling--B7001,,Current Fill Rate,0 Days,All,0.342857143
2017FA,Counseling--B7001,,Census Fill Rate,0 Days,All,0.342857143
2017FA,Counseling--B7001,,Census Enrollment,0 Days,All,12
2017FA,Counseling--B7001,,Number Successful,0 Days,All,18
2017FA,Counseling--B7001,,Ftef,0 Days,All,0.1
2017FA,Counseling--B7001,,Ftes,0 Days,All,0.62
2017FA,Counseling--B7001,,Enrollment Capacity,0 Days,All,35
2017FA,Counseling--B7001,,Count of Migrated Data,0 Days,All,1
2017FA,Counseling--B7001,,Current Enrollment,0 Days,All,12
2017FA,Counseling--L7001,,Wsch/Ftef,0 Days,All,165.816326531
2017FA,Counseling--L7001,,Success Rate,0 Days,All,0.864406780
2017FA,Counseling--L7001,,Sec. Count,0 Days,All,17
2017FA,Counseling--L7001,,Retention Rate,0 Days,All,0.961864407
2017FA,Counseling--L7001,,Number Retained,0 Days,All,454
2017FA,Counseling--L7001,,Ftes/Ftef,0 Days,All,5.452806122
2017FA,Counseling--L7001,,Current Fill Rate,0 Days,All,0.294827586
2017FA,Counseling--L7001,,Census Fill Rate,0 Days,All,0.294827586
2017FA,Counseling--L7001,,Census Enrollment,0 Days,All,171
2017FA,Counseling--L7001,,Number Successful,0 Days,All,408
2017FA,Counseling--L7001,,Ftef,0 Days,All,1.568
2017FA,Counseling--L7001,,Ftes,0 Days,All,8.55
2017FA,Counseling--L7001,,Enrollment Capacity,0 Days,All,580
2017FA,Counseling--L7001,,Count of Migrated Data,0 Days,All,17
2017FA,Counseling--L7001,,Current Enrollment,0 Days,All,171
2017FA,Drama--B5012,,Wsch/Ftef,0 Days,All,557.5
2017FA,Drama--B5012,,Success Rate,0 Days,All,0.830065359
2017FA,Drama--B5012,,Sec. Count,0 Days,All,4
2017FA,Drama--B5012,,Retention Rate,0 Days,All,0.928104575
2017FA,Drama--B5012,,Number Retained,0 Days,All,142
2017FA,Drama--B5012,,Ftes/Ftef,0 Days,All,18.575
2017FA,Drama--B5012,,Current Fill Rate,0 Days,All,0.816666667
2017FA,Drama--B5012,,Census Fill Rate,0 Days,All,0.816666667
2017FA,Drama--B5012,,Census Enrollment,0 Days,All,147
2017FA,Drama--B5012,,Number Successful,0 Days,All,127
2017FA,Drama--B5012,,Ftef,0 Days,All,0.8
2017FA,Drama--B5012,,Ftes,0 Days,All,14.86
2017FA,Drama--B5012,,Enrollment Capacity,0 Days,All,180
2017FA,Drama--B5012,,Count of Migrated Data,0 Days,All,4
2017FA,Drama--B5012,,Current Enrollment,0 Days,All,147
2017FA,Drama--L5012,,Wsch/Ftef,0 Days,All,636.220057910
2017FA,Drama--L5012,,Success Rate,0 Days,All,0.714285714
2017FA,Drama--L5012,,Sec. Count,0 Days,All,17
2017FA,Drama--L5012,,Retention Rate,0 Days,All,0.885057471
2017FA,Drama--L5012,,Number Retained,0 Days,All,539
2017FA,Drama--L5012,,Ftes/Ftef,0 Days,All,21.171360884
2017FA,Drama--L5012,,Current Fill Rate,0 Days,All,0.854901961
2017FA,Drama--L5012,,Census Fill Rate,0 Days,All,0.854901961
2017FA,Drama--L5012,,Census Enrollment,0 Days,All,654
2017FA,Drama--L5012,,Number Successful,0 Days,All,435
2017FA,Drama--L5012,,Ftef,0 Days,All,3.799
2017FA,Drama--L5012,,Ftes,0 Days,All,80.43
2017FA,Drama--L5012,,Enrollment Capacity,0 Days,All,765
2017FA,Drama--L5012,,Count of Migrated Data,0 Days,All,17
2017FA,Drama--L5012,,Current Enrollment,0 Days,All,654
2017FA,English As a Second Language--L5016,,Wsch/Ftef,0 Days,All,372.978116080
2017FA,English As a Second Language--L5016,,Success Rate,0 Days,All,0.822335025
2017FA,English As a Second Language--L5016,,Sec. Count,0 Days,All,8
2017FA,English As a Second Language--L5016,,Retention Rate,0 Days,All,0.908629442
